real_eye_x,real_eye_y,real_eye_z,real_marker_x,real_marker_y,real_marker_z,timestamp
159.354,141.927,819.778,255,100,92.023,8.809
159.354,141.927,819.778,255,100,92.023,8.849
159.354,141.927,819.778,255,100,92.023,8.891
159.354,141.927,819.778,255,100,92.023,8.942
159.354,141.927,819.778,255,100,92.023,8.978
159.354,141.927,819.778,255,100,92.023,9.018
159.354,141.927,819.778,205,100,92.023,9.063
159.354,141.927,819.778,205,100,92.023,9.107
159.354,141.927,819.778,205,100,92.023,9.149
159.354,141.927,819.778,205,100,92.023,9.191
159.354,141.927,819.778,205,100,92.023,9.226
159.354,141.927,819.778,205,100,92.023,9.27
159.354,141.927,819.778,205,100,92.023,9.304
159.354,141.927,819.778,205,100,92.023,9.355
159.354,141.927,819.778,205,100,92.023,9.416
159.354,141.927,819.778,205,100,92.023,9.47
159.354,141.927,819.778,205,100,92.023,9.494
159.354,141.927,819.778,205,100,92.023,9.526
159.354,141.927,819.778,205,100,92.023,9.554
159.354,141.927,819.778,205,100,92.023,9.595
159.354,141.927,819.778,205,100,92.023,9.645
159.354,141.927,819.778,205,100,92.023,9.686
159.354,141.927,819.778,205,100,92.023,9.728
159.354,141.927,819.778,205,100,92.023,9.758
159.354,141.927,819.778,205,100,92.023,9.802
159.354,141.927,819.778,205,100,92.023,9.846
159.354,141.927,819.778,205,100,92.023,9.891
159.354,141.927,819.778,205,100,92.023,9.934
159.354,141.927,819.778,205,100,92.023,9.977
159.354,141.927,819.778,205,100,92.023,10.021
159.354,141.927,819.778,205,100,92.023,10.076
159.354,141.927,819.778,205,100,92.023,10.121
159.354,141.927,819.778,205,100,92.023,10.166
159.354,141.927,819.778,205,100,92.023,10.212
159.354,141.927,819.778,205,100,92.023,10.258
159.354,141.927,819.778,205,100,92.023,10.292
159.354,141.927,819.778,205,100,92.023,10.334
159.354,141.927,819.778,205,100,92.023,10.375
159.354,141.927,819.778,205,100,92.023,10.415
159.354,141.927,819.778,205,100,92.023,10.454
159.354,141.927,819.778,205,100,92.023,10.484
159.354,141.927,819.778,205,100,92.023,10.525
159.354,141.927,819.778,205,100,92.023,10.566
159.354,141.927,819.778,205,100,92.023,10.607
159.354,141.927,819.778,205,100,92.023,10.636
159.354,141.927,819.778,205,100,92.023,10.688
159.354,141.927,819.778,205,100,92.023,10.733
159.354,141.927,819.778,205,100,92.023,10.765
159.354,141.927,819.778,205,100,92.023,10.806
159.354,141.927,819.778,205,100,92.023,10.848
159.354,141.927,819.778,205,100,92.023,10.884
159.354,141.927,819.778,205,100,92.023,10.935
159.354,141.927,819.778,205,100,92.023,10.963
159.354,141.927,819.778,205,100,92.023,11.005
159.354,141.927,819.778,205,100,92.023,11.04
159.354,141.927,819.778,205,100,92.023,11.09
159.354,141.927,819.778,205,100,92.023,11.14
159.354,141.927,819.778,205,100,92.023,11.177
159.354,141.927,819.778,205,100,92.023,11.215
159.354,141.927,819.778,205,100,92.023,11.254
159.354,141.927,819.778,205,100,92.023,11.286
159.354,141.927,819.778,205,100,92.023,11.323
159.354,141.927,819.778,205,100,92.023,11.354
159.354,141.927,819.778,205,100,92.023,11.403
159.354,141.927,819.778,205,100,92.023,11.434
159.354,141.927,819.778,205,100,92.023,11.477
159.354,141.927,819.778,205,100,92.023,11.517
159.354,141.927,819.778,205,100,92.023,11.548
159.354,141.927,819.778,205,100,92.023,11.6
159.354,141.927,819.778,205,100,92.023,11.629
159.354,141.927,819.778,205,100,92.023,11.667
159.354,141.927,819.778,205,100,92.023,11.698
159.354,141.927,819.778,205,100,92.023,11.738
159.354,141.927,819.778,205,100,92.023,11.779
159.354,141.927,819.778,205,100,92.023,11.815
159.354,141.927,819.778,205,100,92.023,11.852
159.354,141.927,819.778,205,100,92.023,11.883
159.354,141.927,819.778,205,100,92.023,11.929
159.354,141.927,819.778,205,100,92.023,11.959
159.354,141.927,819.778,205,100,92.023,11.999
159.354,141.927,819.778,205,100,92.023,12.032
159.354,141.927,819.778,230,100,92.023,12.087
159.354,141.927,819.778,230,100,92.023,12.141
159.354,141.927,819.778,230,100,92.023,12.181
159.354,141.927,819.778,230,100,92.023,12.231
159.354,141.927,819.778,230,100,92.023,12.274
159.354,141.927,819.778,230,100,92.023,12.304
159.354,141.927,819.778,230,100,92.023,12.345
159.354,141.927,819.778,230,100,92.023,12.389
159.354,141.927,819.778,230,100,92.023,12.427
159.354,141.927,819.778,230,100,92.023,12.481
159.354,141.927,819.778,230,100,92.023,12.516
159.354,141.927,819.778,230,100,92.023,12.542
159.354,141.927,819.778,230,100,92.023,12.567
159.354,141.927,819.778,230,100,92.023,12.606
159.354,141.927,819.778,230,100,92.023,12.628
159.354,141.927,819.778,230,100,92.023,12.669
159.354,141.927,819.778,230,100,92.023,12.705
159.354,141.927,819.778,230,100,92.023,12.75
159.354,141.927,819.778,230,100,92.023,12.795
159.354,141.927,819.778,230,100,92.023,12.831
159.354,141.927,819.778,230,100,92.023,12.879
159.354,141.927,819.778,230,100,92.023,12.926
159.354,141.927,819.778,230,100,92.023,12.963
159.354,141.927,819.778,230,100,92.023,13.013
159.354,141.927,819.778,230,100,92.023,13.059
159.354,141.927,819.778,230,100,92.023,13.094
159.354,141.927,819.778,230,100,92.023,13.152
159.354,141.927,819.778,230,100,92.023,13.205
159.354,141.927,819.778,230,100,92.023,13.247
159.354,141.927,819.778,230,100,92.023,13.282
159.354,141.927,819.778,230,100,92.023,13.335
159.354,141.927,819.778,230,100,92.023,13.368
159.354,141.927,819.778,230,100,92.023,13.414
159.354,141.927,819.778,230,100,92.023,13.46
159.354,141.927,819.778,230,100,92.023,13.506
159.354,141.927,819.778,230,100,92.023,13.56
159.354,141.927,819.778,230,100,92.023,13.615
159.354,141.927,819.778,230,100,92.023,13.671
159.354,141.927,819.778,230,100,92.023,13.717
159.354,141.927,819.778,230,100,92.023,13.751
159.354,141.927,819.778,230,100,92.023,13.791
159.354,141.927,819.778,230,100,92.023,13.837
159.354,141.927,819.778,230,100,92.023,13.888
159.354,141.927,819.778,230,100,92.023,13.946
159.354,141.927,819.778,230,100,92.023,14.002
159.354,141.927,819.778,230,100,92.023,14.037
159.354,141.927,819.778,230,100,92.023,14.082
159.354,141.927,819.778,230,100,92.023,14.137
159.354,141.927,819.778,230,100,92.023,14.187
159.354,141.927,819.778,230,100,92.023,14.22
159.354,141.927,819.778,230,100,92.023,14.26
159.354,141.927,819.778,230,100,92.023,14.295
159.354,141.927,819.778,230,100,92.023,14.338
159.354,141.927,819.778,230,100,92.023,14.387
159.354,141.927,819.778,230,100,92.023,14.423
159.354,141.927,819.778,230,100,92.023,14.468
159.354,141.927,819.778,230,100,92.023,14.504
159.354,141.927,819.778,230,100,92.023,14.551
159.354,141.927,819.778,230,100,92.023,14.595
159.354,141.927,819.778,230,100,92.023,14.632
159.354,141.927,819.778,230,100,92.023,14.676
159.354,141.927,819.778,230,100,92.023,14.714
159.354,141.927,819.778,230,100,92.023,14.769
159.354,141.927,819.778,230,100,92.023,14.812
159.354,141.927,819.778,230,100,92.023,14.853
159.354,141.927,819.778,230,100,92.023,14.888
159.354,141.927,819.778,230,100,92.023,14.934
159.354,141.927,819.778,230,100,92.023,14.987
159.354,141.927,819.778,230,100,92.023,15.024
159.354,141.927,819.778,255,200,92.023,15.068
159.354,141.927,819.778,255,200,92.023,15.102
159.354,141.927,819.778,255,200,92.023,15.149
159.354,141.927,819.778,255,200,92.023,15.195
159.354,141.927,819.778,255,200,92.023,15.24
159.354,141.927,819.778,255,200,92.023,15.283
159.354,141.927,819.778,255,200,92.023,15.335
159.354,141.927,819.778,255,200,92.023,15.37
159.354,141.927,819.778,255,200,92.023,15.413
159.354,141.927,819.778,255,200,92.023,15.459
159.354,141.927,819.778,255,200,92.023,15.49
159.354,141.927,819.778,255,200,92.023,15.527
159.354,141.927,819.778,255,200,92.023,15.55
159.354,141.927,819.778,255,200,92.023,15.581
159.354,141.927,819.778,255,200,92.023,15.624
159.354,141.927,819.778,255,200,92.023,15.673
159.354,141.927,819.778,255,200,92.023,15.71
159.354,141.927,819.778,255,200,92.023,15.764
159.354,141.927,819.778,255,200,92.023,15.811
159.354,141.927,819.778,255,200,92.023,15.859
159.354,141.927,819.778,255,200,92.023,15.891
159.354,141.927,819.778,255,200,92.023,15.935
159.354,141.927,819.778,255,200,92.023,15.97
159.354,141.927,819.778,255,200,92.023,16.016
159.354,141.927,819.778,255,200,92.023,16.059
159.354,141.927,819.778,255,200,92.023,16.098
159.354,141.927,819.778,255,200,92.023,16.141
159.354,141.927,819.778,255,200,92.023,16.187
159.354,141.927,819.778,255,200,92.023,16.223
159.354,141.927,819.778,255,200,92.023,16.267
159.354,141.927,819.778,255,200,92.023,16.301
159.354,141.927,819.778,255,200,92.023,16.343
159.354,141.927,819.778,255,200,92.023,16.395
159.354,141.927,819.778,255,200,92.023,16.432
159.354,141.927,819.778,255,200,92.023,16.488
159.354,141.927,819.778,255,200,92.023,16.537
159.354,141.927,819.778,255,200,92.023,16.581
159.354,141.927,819.778,255,200,92.023,16.628
159.354,141.927,819.778,255,200,92.023,16.681
159.354,141.927,819.778,255,200,92.023,16.727
159.354,141.927,819.778,255,200,92.023,16.762
159.354,141.927,819.778,255,200,92.023,16.805
159.354,141.927,819.778,255,200,92.023,16.838
159.354,141.927,819.778,255,200,92.023,16.895
159.354,141.927,819.778,255,200,92.023,16.941
159.354,141.927,819.778,255,200,92.023,16.989
159.354,141.927,819.778,255,200,92.023,17.034
159.354,141.927,819.778,255,200,92.023,17.081
159.354,141.927,819.778,255,200,92.023,17.139
159.354,141.927,819.778,255,200,92.023,17.17
159.354,141.927,819.778,255,200,92.023,17.214
159.354,141.927,819.778,255,200,92.023,17.265
159.354,141.927,819.778,255,200,92.023,17.299
159.354,141.927,819.778,255,200,92.023,17.343
159.354,141.927,819.778,255,200,92.023,17.394
159.354,141.927,819.778,255,200,92.023,17.438
159.354,141.927,819.778,255,200,92.023,17.483
159.354,141.927,819.778,255,200,92.023,17.53
159.354,141.927,819.778,255,200,92.023,17.575
159.354,141.927,819.778,255,200,92.023,17.622
159.354,141.927,819.778,255,200,92.023,17.668
159.354,141.927,819.778,255,200,92.023,17.711
159.354,141.927,819.778,255,200,92.023,17.752
159.354,141.927,819.778,255,200,92.023,17.797
159.354,141.927,819.778,255,200,92.023,17.831
159.354,141.927,819.778,255,200,92.023,17.888
159.354,141.927,819.778,255,200,92.023,17.932
159.354,141.927,819.778,255,200,92.023,17.974
159.354,141.927,819.778,255,200,92.023,18.016
159.354,141.927,819.778,280,100,92.023,18.058
159.354,141.927,819.778,280,100,92.023,18.09
159.354,141.927,819.778,280,100,92.023,18.151
159.354,141.927,819.778,280,100,92.023,18.198
159.354,141.927,819.778,280,100,92.023,18.233
159.354,141.927,819.778,280,100,92.023,18.278
159.354,141.927,819.778,280,100,92.023,18.324
159.354,141.927,819.778,280,100,92.023,18.358
159.354,141.927,819.778,280,100,92.023,18.399
159.354,141.927,819.778,280,100,92.023,18.435
159.354,141.927,819.778,280,100,92.023,18.476
159.354,141.927,819.778,280,100,92.023,18.516
159.354,141.927,819.778,280,100,92.023,18.558
159.354,141.927,819.778,280,100,92.023,18.592
159.354,141.927,819.778,280,100,92.023,18.619
159.354,141.927,819.778,280,100,92.023,18.651
159.354,141.927,819.778,280,100,92.023,18.675
159.354,141.927,819.778,280,100,92.023,18.698
159.354,141.927,819.778,280,100,92.023,18.739
159.354,141.927,819.778,280,100,92.023,18.771
159.354,141.927,819.778,280,100,92.023,18.813
159.354,141.927,819.778,280,100,92.023,18.868
159.354,141.927,819.778,280,100,92.023,18.917
159.354,141.927,819.778,280,100,92.023,18.95
159.354,141.927,819.778,280,100,92.023,18.994
159.354,141.927,819.778,280,100,92.023,19.032
159.354,141.927,819.778,280,100,92.023,19.091
159.354,141.927,819.778,280,100,92.023,19.139
159.354,141.927,819.778,280,100,92.023,19.186
159.354,141.927,819.778,280,100,92.023,19.226
159.354,141.927,819.778,280,100,92.023,19.27
159.354,141.927,819.778,280,100,92.023,19.307
159.354,141.927,819.778,280,100,92.023,19.353
159.354,141.927,819.778,280,100,92.023,19.407
159.354,141.927,819.778,280,100,92.023,19.443
159.354,141.927,819.778,280,100,92.023,19.493
159.354,141.927,819.778,280,100,92.023,19.537
159.354,141.927,819.778,280,100,92.023,19.58
159.354,141.927,819.778,280,100,92.023,19.621
159.354,141.927,819.778,280,100,92.023,19.666
159.354,141.927,819.778,280,100,92.023,19.699
159.354,141.927,819.778,280,100,92.023,19.747
159.354,141.927,819.778,280,100,92.023,19.793
159.354,141.927,819.778,280,100,92.023,19.829
159.354,141.927,819.778,280,100,92.023,19.871
159.354,141.927,819.778,280,100,92.023,19.906
159.354,141.927,819.778,280,100,92.023,19.953
159.354,141.927,819.778,280,100,92.023,20.006
159.354,141.927,819.778,280,100,92.023,20.044
159.354,141.927,819.778,280,100,92.023,20.086
159.354,141.927,819.778,280,100,92.023,20.133
159.354,141.927,819.778,280,100,92.023,20.182
159.354,141.927,819.778,280,100,92.023,20.228
159.354,141.927,819.778,280,100,92.023,20.272
159.354,141.927,819.778,280,100,92.023,20.304
159.354,141.927,819.778,280,100,92.023,20.36
159.354,141.927,819.778,280,100,92.023,20.407
159.354,141.927,819.778,280,100,92.023,20.452
159.354,141.927,819.778,280,100,92.023,20.485
159.354,141.927,819.778,280,100,92.023,20.525
159.354,141.927,819.778,280,100,92.023,20.571
159.354,141.927,819.778,280,100,92.023,20.613
159.354,141.927,819.778,280,100,92.023,20.664
159.354,141.927,819.778,280,100,92.023,20.697
159.354,141.927,819.778,280,100,92.023,20.742
159.354,141.927,819.778,280,100,92.023,20.778
159.354,141.927,819.778,280,100,92.023,20.818
159.354,141.927,819.778,280,100,92.023,20.86
159.354,141.927,819.778,280,100,92.023,20.904
159.354,141.927,819.778,280,100,92.023,20.949
159.354,141.927,819.778,280,100,92.023,20.991
159.354,141.927,819.778,280,100,92.023,21.03
159.354,141.927,819.778,205,150,92.023,21.079
159.354,141.927,819.778,205,150,92.023,21.12
159.354,141.927,819.778,205,150,92.023,21.157
159.354,141.927,819.778,205,150,92.023,21.206
159.354,141.927,819.778,205,150,92.023,21.239
159.354,141.927,819.778,205,150,92.023,21.281
159.354,141.927,819.778,205,150,92.023,21.324
159.354,141.927,819.778,205,150,92.023,21.357
159.354,141.927,819.778,205,150,92.023,21.399
159.354,141.927,819.778,205,150,92.023,21.434
159.354,141.927,819.778,205,150,92.023,21.487
159.354,141.927,819.778,205,150,92.023,21.536
159.354,141.927,819.778,205,150,92.023,21.577
159.354,141.927,819.778,205,150,92.023,21.616
159.354,141.927,819.778,205,150,92.023,21.652
159.354,141.927,819.778,205,150,92.023,21.676
159.354,141.927,819.778,205,150,92.023,21.699
159.354,141.927,819.778,205,150,92.023,21.737
159.354,141.927,819.778,205,150,92.023,21.768
159.354,141.927,819.778,205,150,92.023,21.817
159.354,141.927,819.778,205,150,92.023,21.86
159.354,141.927,819.778,205,150,92.023,21.894
159.354,141.927,819.778,205,150,92.023,21.942
159.354,141.927,819.778,205,150,92.023,21.988
159.354,141.927,819.778,205,150,92.023,22.036
159.354,141.927,819.778,205,150,92.023,22.082
159.354,141.927,819.778,205,150,92.023,22.128
159.354,141.927,819.778,205,150,92.023,22.164
159.354,141.927,819.778,205,150,92.023,22.215
159.354,141.927,819.778,205,150,92.023,22.27
159.354,141.927,819.778,205,150,92.023,22.314
159.354,141.927,819.778,205,150,92.023,22.364
159.354,141.927,819.778,205,150,92.023,22.408
159.354,141.927,819.778,205,150,92.023,22.439
159.354,141.927,819.778,205,150,92.023,22.482
159.354,141.927,819.778,205,150,92.023,22.527
159.354,141.927,819.778,205,150,92.023,22.566
159.354,141.927,819.778,205,150,92.023,22.611
159.354,141.927,819.778,205,150,92.023,22.654
159.354,141.927,819.778,205,150,92.023,22.687
159.354,141.927,819.778,205,150,92.023,22.733
159.354,141.927,819.778,205,150,92.023,22.768
159.354,141.927,819.778,205,150,92.023,22.812
159.354,141.927,819.778,205,150,92.023,22.854
159.354,141.927,819.778,205,150,92.023,22.897
159.354,141.927,819.778,205,150,92.023,22.941
159.354,141.927,819.778,205,150,92.023,22.984
159.354,141.927,819.778,205,150,92.023,23.016
159.354,141.927,819.778,205,150,92.023,23.061
159.354,141.927,819.778,205,150,92.023,23.095
159.354,141.927,819.778,205,150,92.023,23.141
159.354,141.927,819.778,205,150,92.023,23.177
159.354,141.927,819.778,205,150,92.023,23.219
159.354,141.927,819.778,205,150,92.023,23.273
159.354,141.927,819.778,205,150,92.023,23.322
159.354,141.927,819.778,205,150,92.023,23.357
159.354,141.927,819.778,205,150,92.023,23.409
159.354,141.927,819.778,205,150,92.023,23.452
159.354,141.927,819.778,205,150,92.023,23.498
159.354,141.927,819.778,205,150,92.023,23.54
159.354,141.927,819.778,205,150,92.023,23.574
159.354,141.927,819.778,205,150,92.023,23.618
159.354,141.927,819.778,205,150,92.023,23.675
159.354,141.927,819.778,205,150,92.023,23.709
159.354,141.927,819.778,205,150,92.023,23.753
159.354,141.927,819.778,205,150,92.023,23.798
159.354,141.927,819.778,205,150,92.023,23.836
159.354,141.927,819.778,205,150,92.023,23.893
159.354,141.927,819.778,205,150,92.023,23.938
159.354,141.927,819.778,205,150,92.023,23.971
159.354,141.927,819.778,205,150,92.023,24.015
159.354,141.927,819.778,280,150,92.023,24.069
159.354,141.927,819.778,280,150,92.023,24.104
159.354,141.927,819.778,280,150,92.023,24.147
159.354,141.927,819.778,280,150,92.023,24.203
159.354,141.927,819.778,280,150,92.023,24.238
